symbol,sector,industry,country,shares_outstanding
SFHG.O,Industrials,Commercial Services & Supplies,Hong Kong,20000000
SFIX.O,Consumer Discretionary,Specialty Retail,United States of America,127060436
SFL,Energy,"Oil, Gas & Consumable Fuels",Bermuda,138562173
SFM.O,Consumer Staples,Consumer Staples Distribution & Retail,United States of America,99255036
SFNC.O,Financials,Banks,United States of America,125651540
SFST.O,Financials,Banks,United States of America,8165000
SG,Consumer Discretionary,"Hotels, Restaurants & Leisure",United States of America,112639146
SGA.O,Communication Services,Media,United States of America,8007000
SGC.O,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",United States of America,16564712
SGHT.O,Health Care,Health Care Equipment & Supplies,United States of America,49131363
SGMO.O,Health Care,Biotechnology,United States of America,178133548
SGRY.O,Health Care,Health Care Providers & Services,United States of America,126593727
SHAK.K,Consumer Discretionary,"Hotels, Restaurants & Leisure",United States of America,40068068
SHBI.O,Financials,Banks,United States of America,33332177
SHC.O,Health Care,Life Sciences Tools & Services,United States of America,286037000
SHCO.K,Consumer Discretionary,"Hotels, Restaurants & Leisure",United States of America,205709236
SHEN.O,Communication Services,Diversified Telecommunication Services,United States of America,54605000
SHFS.O,Financials,Financial Services,United States of America,54563372
SHLS.O,Industrials,Electrical Equipment,United States of America,170117289
SHMD.O,Information Technology,"Electronic Equipment, Instruments & Components",Germany,42974862
SHOO.O,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",United States of America,136471000
SHOP.K,Information Technology,IT Services,Canada,1294580139
SHOT.O,Consumer Staples,Personal Care Products,United States of America,45634154
SHPH.O,Health Care,Biotechnology,United States of America,2008665
SHW,Materials,Chemicals,United States of America,276979435
SHYF.O,Industrials,Machinery,United States of America,34917000
SIF,Industrials,Aerospace & Defense,United States of America,6158000
SIG,Consumer Discretionary,Specialty Retail,Bermuda,70000000
SIGI.O,Financials,Insurance,United States of America,105609364
SIRI.O,Communication Services,Media,United States of America,339000000
SITE.K,Industrials,Trading Companies & Distributors,United States of America,45601760
SITM.O,Information Technology,Semiconductors & Semiconductor Equipment,United States of America,23598000
SJM,Consumer Staples,Food Products,United States of America,150487645
SJW.O,Utilities,Water Utilities,United States of America,32023004
SKIL.K,Industrials,Professional Services,United States of America,8380436
SKIN.O,Consumer Staples,Personal Care Products,United States of America,122899002
SKK.O,Industrials,Construction & Engineering,Singapore,15625000
SKLZ.K,Communication Services,Entertainment,United States of America,21500000
SKWD.O,Financials,Insurance,United States of America,39863756
SKX,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",United States of America,150971996
SKY,Consumer Discretionary,Household Durables,United States of America,57815000
SKYH.K,Industrials,Transportation Infrastructure,United States of America,24165523
SKYQ.O,Energy,"Oil, Gas & Consumable Fuels",United States of America,17441096
SKYT.O,Information Technology,Semiconductors & Semiconductor Equipment,United States of America,47028159
SKYW.O,Industrials,Passenger Airlines,United States of America,83638680
SLAB.O,Information Technology,Semiconductors & Semiconductor Equipment,United States of America,32458000
SLB,Energy,Energy Equipment & Services,United States of America,1438850420
SLDB.O,Health Care,Biotechnology,United States of America,20386606
SLDP.O,Consumer Discretionary,Automobile Components,United States of America,179010884
SLE.O,Communication Services,Interactive Media & Services,United States of America,4774116
SLGN.K,Materials,Containers & Packaging,United States of America,175112496
SLM.O,Financials,Consumer Finance,United States of America,440600000
SLND.K,Industrials,Construction & Engineering,United States of America,47891984
SLQT.K,Financials,Insurance,United States of America,169384757
SLRC.O,Financials,Capital Markets,United States of America,54554634
SLRN.O,Health Care,Biotechnology,United States of America,97865890
SLSR.K,Materials,Metals & Mining,Canada,150811195
SLVM.K,Materials,Paper & Forest Products,United States of America,44900000
SM,Energy,"Oil, Gas & Consumable Fuels",United States of America,114461934
SMBC.O,Financials,Banks,United States of America,11959157
SMBK.K,Financials,Banks,United States of America,16925672
SMC,Energy,"Oil, Gas & Consumable Fuels",United States of America,10376189
SMCI.O,Information Technology,"Technology Hardware, Storage & Peripherals",United States of America,585565270
SMG,Materials,Chemicals,United States of America,68100000
SMHI.K,Energy,Energy Equipment & Services,United States of America,27665792
SMID.O,Materials,Construction Materials,United States of America,5349599
SMLR.O,Health Care,Health Care Equipment & Supplies,United States of America,9770908
SMP,Consumer Discretionary,Automobile Components,United States of America,23936036
SMPL.O,Consumer Staples,Food Products,United States of America,102515315
SMR,Industrials,Electrical Equipment,United States of America,76895166
SMRT.K,Information Technology,"Electronic Equipment, Instruments & Components",United States of America,203327000
SMTC.O,Information Technology,Semiconductors & Semiconductor Equipment,United States of America,78136144
SMWB.K,Information Technology,Software,Israel,82620679
SMXT.O,Industrials,Electrical Equipment,United States of America,44500186
SNA,Industrials,Machinery,United States of America,67456641
SNAL.O,Communication Services,Entertainment,United States of America,38024000
SNAP.K,Communication Services,Interactive Media & Services,United States of America,1737868000
SNBR.O,Consumer Discretionary,Specialty Retail,United States of America,22235000
SNCR.O,Information Technology,Software,United States of America,10314000
SNCY.O,Industrials,Passenger Airlines,United States of America,59500970
SNDL.O,Health Care,Pharmaceuticals,Canada,262775853
SNDR.K,Industrials,Ground Transportation,United States of America,179060598
SNDX.O,Health Care,Biotechnology,United States of America,84826632
SNFCA.O,Financials,Financial Services,United States of America,24170872
SNOW.K,Information Technology,IT Services,United States of America,334453000
SNPS.O,Information Technology,Software,United States of America,157260000
SNSE.O,Health Care,Biotechnology,United States of America,25030188
SNT.O,Information Technology,"Electronic Equipment, Instruments & Components",Israel,23309987
SNV,Financials,Banks,United States of America,172185507
SNX,Information Technology,"Electronic Equipment, Instruments & Components",United States of America,99012000
SO,Utilities,Electric Utilities,United States of America,1100000000
SOC,Energy,"Oil, Gas & Consumable Fuels",United States of America,60166269
SOFI.O,Financials,Consumer Finance,United States of America,1095357781
SOLV.K,Health Care,Health Care Equipment & Supplies,United States of America,172709175
SON,Materials,Containers & Packaging,United States of America,98259598
SONO.O,Consumer Discretionary,Household Durables,United States of America,123046510
SOPH.O,Health Care,Health Care Technology,Switzerland,76898164
SOUN.O,Information Technology,Software,United States of America,254428757
SPAI.O,Industrials,Aerospace & Defense,United States of America,13860249
SPCE.K,Industrials,Aerospace & Defense,United States of America,19995449
SPFI.O,Financials,Banks,United States of America,16455826
SPGC.O,Consumer Discretionary,Leisure Products,United States of America,1459587
SPGI.K,Financials,Capital Markets,United States of America,415000000
SPHL.O,Consumer Discretionary,Household Durables,Cayman Islands,21500000
SPHR.K,Communication Services,Entertainment,United States of America,35360000
SPIR.K,Industrials,Professional Services,United States of America,21097351
SPNT.K,Financials,Insurance,Bermuda,116429057
SPOK.O,Communication Services,Wireless Telecommunication Services,United States of America,19992102
SPOT.K,Communication Services,Entertainment,Luxembourg,207475133
SPR,Industrials,Aerospace & Defense,United States of America,157641771
SPRU.K,Utilities,Independent Power and Renewable Electricity Producers,United States of America,19093186
SPRY.O,Health Care,Biotechnology,United States of America,96414963
SPSC.O,Information Technology,Software,United States of America,39590276
SPT.O,Information Technology,Software,United States of America,59334734
SPTN.O,Consumer Staples,Consumer Staples Distribution & Retail,United States of America,33752000
SPWH.O,Consumer Discretionary,Specialty Retail,United States of America,37529000
SPXC.K,Industrials,Machinery,United States of America,53618720
SR,Utilities,Gas Utilities,United States of America,57700000
SRAD.O,Consumer Discretionary,"Hotels, Restaurants & Leisure",Switzerland,298391881
SRBK.O,Financials,Banks,United States of America,9507930
SRCE.O,Financials,Banks,United States of America,28205674
SRDX.O,Health Care,Health Care Equipment & Supplies,United States of America,14325000
SRE,Utilities,Multi-Utilities,United States of America,631431732
SRFM.K,Industrials,Passenger Airlines,United States of America,10878633
SRL,Materials,Metals & Mining,China,14976809
SRM.O,Consumer Discretionary,Leisure Products,United States of America,9765500
SRTS.O,Health Care,Health Care Equipment & Supplies,United States of America,17036845
SRZN.O,Health Care,Biotechnology,United States of America,2063000
SSB,Financials,Banks,United States of America,76322206
SSBI.O,Financials,Banks,United States of America,6776563
SSBK.O,Financials,Banks,United States of America,9889260
SSD,Industrials,Building Products,United States of America,42164088
SSKN.O,Health Care,Health Care Equipment & Supplies,United States of America,3506092
SSNC.O,Industrials,Professional Services,United States of America,282685131
SSP.O,Communication Services,Media,United States of America,84776603
SSRM.O,Materials,Metals & Mining,United States of America,202369000
SSSS.O,Financials,Capital Markets,United States of America,25445805
SSTI.O,Information Technology,Software,United States of America,12761448
SSTK.K,Communication Services,Interactive Media & Services,United States of America,39981000
SSYS.O,Industrials,Machinery,United States of America,69656000
STBA.O,Financials,Banks,United States of America,41449163
STBX.O,Communication Services,Media,Malaysia,29892535
STC,Financials,Insurance,United States of America,28116161
STE,Health Care,Health Care Equipment & Supplies,Ireland; Republic of,98883000
STEL.K,Financials,Banks,United States of America,53429000
STEM.K,Industrials,Electrical Equipment,United States of America,155932880
STEP.O,Financials,Capital Markets,United States of America,65614902
STFS.O,Communication Services,Media,China,12600000
STGW.O,Communication Services,Media,United States of America,270118000
STIM.O,Health Care,Health Care Equipment & Supplies,United States of America,29092000
STKL.O,Consumer Staples,Food Products,United States of America,115953287
STKS.O,Consumer Discretionary,"Hotels, Restaurants & Leisure",United States of America,33560428
STLD.O,Materials,Metals & Mining,United States of America,267345015
STOK.O,Health Care,Biotechnology,United States of America,45918233
STR,Energy,"Oil, Gas & Consumable Fuels",United States of America,82451397
STRA.O,Consumer Discretionary,Diversified Consumer Services,United States of America,24406816
STRO.O,Health Care,Biotechnology,United States of America,61009829
STRT.O,Consumer Discretionary,Automobile Components,United States of America,7586920
STT,Financials,Capital Markets,United States of America,503879642
STVN.K,Health Care,Life Sciences Tools & Services,Italy,295540036
STX.O,Information Technology,"Technology Hardware, Storage & Peripherals",Singapore,210182269
STZ,Consumer Staples,Beverages,United States of America,212698298
SUGP.O,Industrials,Commercial Services & Supplies,Hong Kong,12000000
SUUN.O,Industrials,Construction & Engineering,Canada,27191075
SVCO.O,Information Technology,Software,United States of America,28545663
SVV,Consumer Discretionary,Broadline Retail,United States of America,159164000
SW,Materials,Containers & Packaging,Ireland; Republic of,522193701
SWAG.O,Communication Services,Media,United States of America,18534073
SWI,Information Technology,Software,United States of America,171566604
SWIM.O,Consumer Discretionary,Leisure Products,United States of America,114871782
SWK,Industrials,Machinery,United States of America,176902738
SWKS.O,Information Technology,Semiconductors & Semiconductor Equipment,United States of America,159900000
SWTX.O,Health Care,Biotechnology,United States of America,74747484
SWX,Utilities,Gas Utilities,United States of America,71563750
SXC,Materials,Metals & Mining,United States of America,99756420
SXI,Industrials,Machinery,United States of America,27984278
SXT,Materials,Chemicals,United States of America,53954874
SYBT.O,Financials,Banks,United States of America,29431000
SYBX.O,Health Care,Biotechnology,United States of America,9465949
SYF,Financials,Consumer Finance,United States of America,833984684
SYNA.O,Information Technology,Semiconductors & Semiconductor Equipment,United States of America,69683991
SYNX.K,Industrials,Aerospace & Defense,Israel,5250000
SYRS.O,Health Care,Biotechnology,United States of America,26448678
SYY,Consumer Staples,Consumer Staples Distribution & Retail,United States of America,765174900
T,Communication Services,Diversified Telecommunication Services,United States of America,7620748598
TACT.O,Information Technology,"Technology Hardware, Storage & Peripherals",United States of America,14003653
TAIT.O,Information Technology,"Electronic Equipment, Instruments & Components",United States of America,6021180
TALK.O,Health Care,Health Care Providers & Services,United States of America,168849591
TALO.K,Energy,"Oil, Gas & Consumable Fuels",United States of America,130880361
TARA.O,Health Care,Biotechnology,United States of America,11364903
TARS.O,Health Care,Pharmaceuticals,United States of America,34211190
TASK.O,Industrials,Professional Services,United States of America,100555264
TBBK.O,Financials,Banks,United States of America,48116212
TBCH.O,Information Technology,"Technology Hardware, Storage & Peripherals",United States of America,17531702
TBI,Industrials,Professional Services,United States of America,29588363
TBLA.O,Communication Services,Interactive Media & Services,United States of America,295670620
TBPH.O,Health Care,Pharmaceuticals,Cayman Islands,48091000
TBRG.O,Health Care,Health Care Technology,United States of America,15121000
TCBI.O,Financials,Banks,United States of America,51520315
TCBK.O,Financials,Banks,United States of America,32970425
TCBS.O,Financials,Banks,United States of America,3350268
TCBX.O,Financials,Banks,United States of America,13848242
TCMD.O,Health Care,Health Care Equipment & Supplies,United States of America,23883475
TCPC.O,Financials,Capital Markets,United States of America,57767264
TCRT.O,Health Care,Biotechnology,United States of America,1601252
TCRX.O,Health Care,Biotechnology,United States of America,47829529
TDG,Industrials,Aerospace & Defense,United States of America,61904833
TDOC.K,Health Care,Health Care Technology,United States of America,166658253
TDS,Communication Services,Wireless Telecommunication Services,United States of America,133000000
TDUP.O,Consumer Discretionary,Specialty Retail,United States of America,108784000
TDW,Energy,Energy Equipment & Services,United States of America,52259303
TDY,Information Technology,"Electronic Equipment, Instruments & Components",United States of America,47432888
TEAM.O,Information Technology,Software,Australia,260556516
TECK.K,Materials,Metals & Mining,Canada,506343000
TEL,Information Technology,"Electronic Equipment, Instruments & Components",Ireland; Republic of,316574781
TELA.O,Health Care,Health Care Equipment & Supplies,United States of America,24494675
TELO.O,Health Care,Pharmaceuticals,United States of America,29762671
TEM.O,Health Care,Life Sciences Tools & Services,United States of America,164832610
TENB.O,Information Technology,Software,United States of America,122371000
TER.O,Information Technology,Semiconductors & Semiconductor Equipment,United States of America,161722000
TERN.O,Health Care,Pharmaceuticals,United States of America,64576719
TEX,Industrials,Machinery,United States of America,85100000
TFC,Financials,Banks,United States of America,1315936000
TFIN.O,Financials,Banks,United States of America,29121213
TFSL.O,Financials,Banks,United States of America,332318750
TFX,Health Care,Health Care Equipment & Supplies,United States of America,48046000
TG,Materials,Metals & Mining,United States of America,34408638
TGB,Materials,Metals & Mining,Canada,290000000
TGI,Industrials,Aerospace & Defense,United States of America,76923691
TGLS.K,Industrials,Building Products,Colombia,46996708
TGNA.K,Communication Services,Media,United States of America,324418632
TGT,Consumer Staples,Consumer Staples Distribution & Retail,United States of America,461675441
TH.O,Consumer Discretionary,"Hotels, Restaurants & Leisure",United States of America,111091266
THC,Health Care,Health Care Providers & Services,United States of America,158001000
THCH.O,Consumer Discretionary,"Hotels, Restaurants & Leisure",China,166217880
THFF.O,Financials,Banks,United States of America,16165023
THG,Financials,Insurance,United States of America,60500000
THO,Consumer Discretionary,Automobiles,United States of America,66859738
THR,Industrials,Electrical Equipment,United States of America,33730243
THRD.O,Health Care,Pharmaceuticals,United States of America,40104937
THRY.O,Communication Services,Media,United States of America,62660783
THS,Consumer Staples,Food Products,United States of America,59500000
THTX.O,Health Care,Biotechnology,Canada,45980019
TIGO.O,Communication Services,Wireless Telecommunication Services,Luxembourg,172466305
TIL.O,Health Care,Biotechnology,United States of America,6503913
TILE.O,Industrials,Commercial Services & Supplies,United States of America,58112000
TIRX.O,Financials,Insurance,China,2384353
TITN.O,Industrials,Trading Companies & Distributors,United States of America,22848138
TJX,Consumer Discretionary,Specialty Retail,United States of America,1133586545
TK,Energy,"Oil, Gas & Consumable Fuels",Bermuda,92379826
TKNO.O,Health Care,Life Sciences Tools & Services,United States of America,40793848
TKO,Communication Services,Entertainment,United States of America,82292902
TKR,Industrials,Machinery,United States of America,79173667
TLF.O,Consumer Discretionary,Specialty Retail,United States of America,9823621
TLN.O,Utilities,Independent Power and Renewable Electricity Producers,United States of America,59028843
TLPH.O,Health Care,Pharmaceuticals,United States of America,16952519
TLRY.O,Health Care,Pharmaceuticals,United States of America,831925373
TLSA.O,Health Care,Biotechnology,United Kingdom,103087744
TLSI.O,Health Care,Biotechnology,United States of America,26413213
TLYS.K,Consumer Discretionary,Specialty Retail,United States of America,30020000
TMC.O,Materials,Metals & Mining,Canada,306558710
TMCI.O,Health Care,Health Care Equipment & Supplies,United States of America,61750872
TMDX.O,Health Care,Health Care Equipment & Supplies,United States of America,32670803
TMHC.K,Consumer Discretionary,Household Durables,United States of America,162061709
TMO,Health Care,Life Sciences Tools & Services,United States of America,443841240
TMP,Financials,Banks,United States of America,14468013
TMUS.O,Communication Services,Wireless Telecommunication Services,United States of America,1271074364
TNC,Industrials,Machinery,United States of America,18849456
TNDM.O,Health Care,Health Care Equipment & Supplies,United States of America,65552000
TNET.K,Industrials,Professional Services,United States of America,49527506
TNK,Energy,"Oil, Gas & Consumable Fuels",Bermuda,34093108
TNL,Consumer Discretionary,"Hotels, Restaurants & Leisure",United States of America,224599556
TNMG.O,Communication Services,Media,Taiwan,10900965
TNYA.O,Health Care,Biotechnology,United States of America,68330342
TOI.O,Health Care,Health Care Providers & Services,United States of America,75879025
TOL,Consumer Discretionary,Household Durables,United States of America,112937000
TOON.K,Communication Services,Entertainment,United States of America,35323217
TORO.O,Industrials,Marine Transportation,Cyprus,19021758
TOWN.O,Financials,Banks,United States of America,75255205
TOYO.O,Information Technology,Semiconductors & Semiconductor Equipment,Japan,46095743
TPB,Consumer Staples,Tobacco,United States of America,19922137
TPC,Industrials,Construction & Engineering,United States of America,52025497
TPCS.O,Industrials,Machinery,United States of America,8777432
TPG.O,Financials,Capital Markets,United States of America,109211355
TPH,Consumer Discretionary,Household Durables,United States of America,92451729
TPIC.O,Industrials,Electrical Equipment,United States of America,48683000
TPL,Energy,"Oil, Gas & Consumable Fuels",United States of America,23086076
TPR,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",United States of America,230200000
TR,Consumer Staples,Food Products,United States of America,71527598
TRDA.O,Health Care,Biotechnology,United States of America,33461771
TREE.O,Financials,Consumer Finance,United States of America,16396911
TREX.K,Industrials,Building Products,United States of America,140974843
TRGP.K,Energy,"Oil, Gas & Consumable Fuels",United States of America,241764105
TRIN.O,Financials,Capital Markets,United States of America,46323712
TRIP.O,Communication Services,Interactive Media & Services,United States of America,166455037
TRMB.O,Information Technology,"Electronic Equipment, Instruments & Components",United States of America,245792054
TRMD.O,Energy,"Oil, Gas & Consumable Fuels",United Kingdom,86225686
TRMK.O,Financials,Banks,United States of America,61008023
TRML.O,Health Care,Biotechnology,United States of America,20337571
TRN,Industrials,Machinery,United States of America,81800000
TRNS.O,Industrials,Trading Companies & Distributors,United States of America,8839299
TROW.O,Financials,Capital Markets,United States of America,222966000
TROX.K,Materials,Chemicals,United States of America,157938056
TRS.O,Materials,Containers & Packaging,United States of America,41202110
TRSG.O,Information Technology,"Electronic Equipment, Instruments & Components",Singapore,15000000
TRU,Industrials,Professional Services,United States of America,201500000
TRUE.O,Communication Services,Interactive Media & Services,United States of America,87190136
TRUG.O,Communication Services,Entertainment,United States of America,13279804
TRUP.O,Financials,Insurance,United States of America,43516631
TRV,Financials,Insurance,United States of America,790900000
TRVI.O,Health Care,Pharmaceuticals,United States of America,68283699
TRX,Materials,Metals & Mining,Canada,280190736
TSAT.O,Communication Services,Diversified Telecommunication Services,Canada,50030496
TSBK.O,Financials,Banks,United States of America,7960127
TSBX.O,Health Care,Biotechnology,United States of America,147892358
TSE,Materials,Chemicals,United States of America,39500000
TSEM.O,Information Technology,Semiconductors & Semiconductor Equipment,Israel,111156860
TSLA.O,Consumer Discretionary,Automobiles,United States of America,3216000000
TSN,Consumer Staples,Food Products,United States of America,448000000
TSQ,Communication Services,Media,United States of America,16984172
TSVT.O,Health Care,Biotechnology,United States of America,50632000
TT,Industrials,Building Products,Ireland; Republic of,248971153
TTC,Industrials,Machinery,United States of America,127791806
TTD.O,Communication Services,Media,United States of America,493573913
TTEK.O,Industrials,Commercial Services & Supplies,United States of America,267717000
TTGT.O,Communication Services,Media,United States of America,58659065
TTI,Energy,Energy Equipment & Services,United States of America,133217848
TTMI.O,Information Technology,"Electronic Equipment, Instruments & Components",United States of America,113161000
TTSH.O,Consumer Discretionary,Specialty Retail,United States of America,44510779
TTWO.O,Communication Services,Entertainment,United States of America,194500000
TUSK.O,Energy,Energy Equipment & Services,United States of America,47941652
TW.O,Financials,Capital Markets,United States of America,212910743
TWFG.O,Financials,Insurance,United States of America,13161873
TWI,Industrials,Machinery,United States of America,66525269
TWLO.K,Information Technology,IT Services,United States of America,153383697
TWST.O,Health Care,Biotechnology,United States of America,58877000
TXG.O,Health Care,Life Sciences Tools & Services,United States of America,122291837
TXN.O,Information Technology,Semiconductors & Semiconductor Equipment,United States of America,1741000000
TXRH.O,Consumer Discretionary,"Hotels, Restaurants & Leisure",United States of America,66714069
TYGO.O,Industrials,Electrical Equipment,United States of America,60743418
TYL,Information Technology,Software,United States of America,48147969
TYRA.O,Health Care,Biotechnology,United States of America,43099055
TZOO.O,Communication Services,Interactive Media & Services,United States of America,13575000
TZUP.O,Information Technology,Software,United States of America,7656488
U,Information Technology,Software,United States of America,409393000
UA,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",United States of America,435963396
UAA,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",United States of America,435963396
UAL.O,Industrials,Passenger Airlines,United States of America,328875900
UBCP.O,Financials,Banks,United States of America,6063851
UBER.K,Industrials,Ground Transportation,United States of America,2107953000
UBFO.O,Financials,Banks,United States of America,17364894
UBSI.O,Financials,Banks,United States of America,142693023
UBX.O,Health Care,Biotechnology,United States of America,16784969
UBXG.O,Information Technology,IT Services,China,1687500
UCTT.O,Information Technology,Semiconductors & Semiconductor Equipment,United States of America,46100000
UDMY.O,Consumer Discretionary,Diversified Consumer Services,United States of America,147484280
UEC,Energy,"Oil, Gas & Consumable Fuels",United States of America,410355768
UEIC.O,Consumer Discretionary,Household Durables,United States of America,25712940
UFI,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",United States of America,18251545
UFPI.O,Industrials,Building Products,United States of America,60724664
UFPT.O,Health Care,Health Care Equipment & Supplies,United States of America,7669339
UG.O,Consumer Staples,Personal Care Products,United States of America,4594319
UGI,Utilities,Gas Utilities,United States of America,216124332
UHAL.K,Industrials,Ground Transportation,United States of America,218455792
UHG.O,Consumer Discretionary,Household Durables,United States of America,48356158
UHS,Health Care,Health Care Providers & Services,United States of America,67181833
UI,Information Technology,Communications Equipment,United States of America,60462539
UIS,Information Technology,IT Services,United States of America,75600000
ULBI.O,Industrials,Electrical Equipment,United States of America,20783607
ULCC.O,Industrials,Passenger Airlines,United States of America,225440496
ULH.O,Industrials,Ground Transportation,United States of America,26319754
ULS,Industrials,Professional Services,United States of America,200000000
ULTA.O,Consumer Discretionary,Specialty Retail,United States of America,49123000
UMAC.K,Information Technology,"Electronic Equipment, Instruments & Components",United States of America,8717255
UMBF.O,Financials,Banks,United States of America,55056730
UNB.O,Financials,Banks,United States of America,4995348
UNF,Industrials,Commercial Services & Supplies,United States of America,18590847
UNFI.K,Consumer Staples,Consumer Staples Distribution & Retail,United States of America,62000000
UNH,Health Care,Health Care Providers & Services,United States of America,920284334
UNM,Financials,Insurance,United States of America,189507177
UNP,Industrials,Ground Transportation,United States of America,1113018733
UNTY.O,Financials,Banks,United States of America,11424000
UP,Industrials,Passenger Airlines,United States of America,697131838
UPB.O,Health Care,Biotechnology,United States of America,53603398
UPBD.O,Consumer Discretionary,Specialty Retail,United States of America,125415059
UPLD.O,Information Technology,Software,United States of America,29908407
UPS,Industrials,Air Freight & Logistics,United States of America,854000000
UPST.O,Financials,Consumer Finance,United States of America,93469721
UPWK.O,Industrials,Professional Services,United States of America,135348453
URBN.O,Consumer Discretionary,Specialty Retail,United States of America,92787522
URG,Energy,"Oil, Gas & Consumable Fuels",United States of America,270898900
URGN.O,Health Care,Biotechnology,Israel,32490119
URI,Industrials,Trading Companies & Distributors,United States of America,115179350
UROY.O,Energy,"Oil, Gas & Consumable Fuels",Canada,120554333
USAS.K,Materials,Metals & Mining,Canada,218689766
USB,Financials,Banks,United States of America,2125725742
USCB.O,Financials,Banks,United States of America,19924632
USEG.O,Energy,"Oil, Gas & Consumable Fuels",United States of America,25333870
USFD.K,Consumer Staples,Consumer Staples Distribution & Retail,United States of America,254700000
USLM.O,Materials,Construction Materials,United States of America,33727525
USM,Communication Services,Wireless Telecommunication Services,United States of America,88000000
USNA.K,Consumer Staples,Personal Care Products,United States of America,19130000
USPH.K,Health Care,Health Care Providers & Services,United States of America,17202291
UTHR.O,Health Care,Biotechnology,United States of America,73659761
UTI,Consumer Discretionary,Diversified Consumer Services,United States of America,53899000
UTL,Utilities,Multi-Utilities,United States of America,16192345
UTMD.O,Health Care,Health Care Equipment & Supplies,United States of America,3630000
UTSI.O,Information Technology,Communications Equipment,China,10370000
UTZ,Consumer Staples,Food Products,United States of America,83537542
UUU,Information Technology,"Electronic Equipment, Instruments & Components",United States of America,2312887
UUUU.K,Energy,"Oil, Gas & Consumable Fuels",United States of America,162659155
UVSP.O,Financials,Banks,United States of America,31556799
UVV,Consumer Staples,Tobacco,United States of America,24573408
UWMC.K,Financials,Financial Services,United States of America,93654269
V,Financials,Financial Services,United States of America,1965986500
VAC,Consumer Discretionary,"Hotels, Restaurants & Leisure",United States of America,75807882
VAL,Energy,Energy Equipment & Services,Bermuda,75918393
VALU.O,Financials,Capital Markets,United States of America,10000000
VATE.K,Industrials,Construction & Engineering,United States of America,8072298
VBFC.O,Financials,Banks,United States of America,1492879
VBTX.O,Financials,Banks,United States of America,61332764
VC.O,Consumer Discretionary,Automobile Components,United States of America,55000000
VCSA.O,Consumer Discretionary,"Hotels, Restaurants & Leisure",United States of America,12730577
VCTR.O,Financials,Capital Markets,United States of America,83947949
VECO.O,Information Technology,Semiconductors & Semiconductor Equipment,United States of America,56827915
VEEE.O,Consumer Discretionary,Leisure Products,United States of America,9520000
VEEV.K,Health Care,Health Care Technology,United States of America,161260172
VEL,Financials,Financial Services,United States of America,32987248
VENU.K,Consumer Discretionary,"Hotels, Restaurants & Leisure",United States of America,37273215
VERA.O,Health Care,Biotechnology,United States of America,44452161
VERI.O,Information Technology,Software,United States of America,37186348
VERO.O,Health Care,Health Care Equipment & Supplies,Canada,5529149
VERV.O,Health Care,Biotechnology,United States of America,81969693
VERX.O,Information Technology,Software,United States of America,153650000
VFC,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",United States of America,388836219
VFF.O,Consumer Staples,Food Products,Canada,110248929
VGAS.O,Energy,"Oil, Gas & Consumable Fuels",United States of America,9387836
VIAV.O,Information Technology,Communications Equipment,United States of America,222000000
VICR.O,Industrials,Electrical Equipment,United States of America,56782161
VIGL.O,Health Care,Biotechnology,United States of America,35929035
VIK,Consumer Discretionary,"Hotels, Restaurants & Leisure",United States of America,447892924
VINC.O,Health Care,Biotechnology,United States of America,21407510
VINP.O,Financials,Capital Markets,Brazil,56913588
VIR.O,Health Care,Biotechnology,United States of America,134781286
VIRT.O,Financials,Capital Markets,United States of America,206133461
VITL.O,Consumer Staples,Food Products,United States of America,41684649
VLGEA.O,Consumer Staples,Consumer Staples Distribution & Retail,United States of America,15763000
VLN,Information Technology,Semiconductors & Semiconductor Equipment,Israel,104160646
VLO,Energy,"Oil, Gas & Consumable Fuels",United States of America,673501911
VLTO.K,Industrials,Commercial Services & Supplies,United States of America,247307775
VLY.O,Financials,Banks,United States of America,558786093
VMC,Materials,Construction Materials,United States of America,132100000
VMD.O,Health Care,Health Care Providers & Services,United States of America,38506161
VMEO.O,Communication Services,Interactive Media & Services,United States of America,171392000
VMI,Industrials,Construction & Engineering,United States of America,27726633
VNCE.K,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",United States of America,12506556
VNOM.O,Energy,"Oil, Gas & Consumable Fuels",United States of America,176854219
VNT,Information Technology,"Electronic Equipment, Instruments & Components",United States of America,172100000
VOR.O,Health Care,Biotechnology,United States of America,67901610
VOXX.O,Consumer Discretionary,Household Durables,United States of America,26246557
VOYA.K,Financials,Financial Services,United States of America,105592281
VPG,Information Technology,"Electronic Equipment, Instruments & Components",United States of America,14131848
VRA.O,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",United States of America,43253000
VRCA.O,Health Care,Pharmaceuticals,United States of America,42518697
VREX.O,Health Care,Health Care Equipment & Supplies,United States of America,41094179
VRNS.O,Information Technology,Software,United States of America,112550156
VRRM.O,Industrials,Professional Services,United States of America,166555000
VRSK.O,Industrials,Professional Services,United States of America,544003038
